# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "6" "-s" "2" "-a" "downloads/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "counts/counts.txt" "hisat2/control_ribo_rep1_sorted_markdup_filt.bam" 
Geneid	Chr	Start	End	Strand	Length	hisat2/control_ribo_rep1_sorted_markdup_filt.bam
YBR101C	II	443821	444693	-	873	2351
YBL010C	II	206107	206949	-	843	380
YBR053C	II	339675	340751	-	1077	2220
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	566
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	330
YBL042C	II	138341	140260	-	1920	2677
YBL039C	II	143989	145728	-	1740	8312
YBR217W	II	657832	658392	+	561	403
YBR200W-A	II	622983	623147	+	165	0
YBL003C	II	235394	235792	-	399	5568
YBR069C	II	376574	378433	-	1860	6787
YBR056W-A	II	351255	351455	+	201	757
YBR009C	II	255373	255684	-	312	5844
YBL038W	II	146187	146885	+	699	1267
YBR056C-B	II	351293	351451	-	159	3
YBR081C	II	401253	405251	-	3999	3814
YBR007C	II	248806	251016	-	2211	1411
YBR146W	II	535260	536096	+	837	1994
YBR171W	II	578364	578984	+	621	1603
YBL028C	II	167518	167838	-	321	1039
YBR135W	II	504854	505306	+	453	958
YBR264C	II	737770	738369	-	600	491
YBR043C	II	321876	323945	-	2070	1458
YBL059W	II;II	110594;110949	110879;111244	+;+	582	277
YBR131W	II	497163	499277	+	2115	851
YBR233W-A	II	684977	685261	+	285	184
YBR092C	II	427698	429101	-	1404	8334
YBR126C	II	488905	490392	-	1488	13136
YBR057C	II	352193	353293	-	1101	1274
YBR086C	II	420201	423041	-	2841	12534
YBR174C	II	582338	582652	-	315	4
snR56	II	88190	88277	+	88	47
YBR281C	II	764970	767606	-	2637	2672
YBL103C	II	22076	23536	-	1461	1492
tG(GCC)B	II	197629	197699	-	71	2
YBR159W	II	558685	559728	+	1044	2742
YBR118W	II	477671	479047	+	1377	26523
YBL004W	II	227636	235117	+	7482	20699
YBR163W	II	565723	567480	+	1758	1322
YBL013W	II	202056	203261	+	1206	286
YBL112C	II	2582	2899	-	318	0
YBR231C	II	682179	683090	-	912	350
YBL066C	II	96669	100115	-	3447	2235
YBR008C	II	252563	254209	-	1647	790
YBL015W	II	194122	195702	+	1581	3284
YBR038W	II	311898	314789	+	2892	3615
YBL018C	II;II	185998;186428	186352;186474	-;-	402	383
YBR253W	II	723270	723635	+	366	603
YBL068W-A	II	91794	92030	+	237	0
YBR058C	II	353672	356017	-	2346	3679
YBL084C	II	67169	69445	-	2277	1341
YBR224W	II	670125	670640	+	516	40
YBR077C	II	391805	392293	-	489	773
YBL087C	II;II	59822;60698	60193;60739	-;-	414	8006
YBR098W	II	441515	443590	+	2076	630
YBR239C	II	698354	699943	-	1590	743
YBR168W	II	572371	573612	+	1242	671
YBL046W	II	132424	133749	+	1326	828
YBR003W	II	242809	244230	+	1422	2229
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	1481
LSR1	II	680688	681862	-	1175	95150
YBL025W	II	171481	171918	+	438	178
YBR105C	II	450881	451969	-	1089	2219
YBR200W	II	620872	622527	+	1656	2231
YBR190W	II	605966	606277	+	312	16
YBR248C	II	714807	716465	-	1659	3664
YBR145W	II	533762	534817	+	1056	1791
YBL047C	II	127895	132040	-	4146	16621
YBR099C	II	442924	443307	-	384	13
YBL014C	II	199064	201748	-	2685	2032
YBR062C	II;II	365976;366585	366502;366600	-;-	543	986
YBL092W	II	45978	46370	+	393	16696
YBR240C	II	700490	701842	-	1353	191
YBR251W	II	721390	722313	+	924	795
YBR199W	II	618909	620303	+	1395	4512
YBR128C	II	493081	494115	-	1035	262
YBR139W	II	515664	517190	+	1527	4502
YBL070C	II	90605	90925	-	321	2
YBR054W	II	343101	344135	+	1035	7848
YBL039W-B	II	143393	143572	+	180	223
YBR072W	II	382030	382674	+	645	1441
YBR111C	II	461178	461873	-	696	3373
YBL001C	II	237153	237467	-	315	1948
YBR110W	II	458872	460221	+	1350	1972
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	1
YBL036C	II	150447	151220	-	774	1662
tR(UCU)B	II	405878	405949	+	72	0
YBL094C	II	43765	44097	-	333	16
YBR033W	II	301944	304703	+	2760	683
YBL073W	II	87646	87957	+	312	1
YBR096W	II	436021	436713	+	693	1558
YBL053W	II	119335	119709	+	375	5
YBR030W	II	298292	299950	+	1659	1205
YBL076C	II	81043	84261	-	3219	29668
YBR256C	II	727386	728102	-	717	3301
YBR162W-A	II	565231	565428	+	198	1426
YBL077W	II	80897	81328	+	432	6
YBR156C	II	551104	553200	-	2097	955
YBL012C	II	203406	203807	-	402	0
YBL008W-A	II	209409	209648	+	240	8
YBR297W	II	800523	801929	+	1407	417
YBR189W	II;II	604508;604928	604514;605508	+;+	588	19523
YBL096C	II	43174	43482	-	309	6
YBR011C	II	257112	257975	-	864	21332
YBL041W	II	141247	141972	+	726	3894
YBL081W	II	71866	72972	+	1107	852
YBR089C-A	II	426190	426489	-	300	646
YBR103C-A	II	449320	449463	-	144	2
YBR296C	II	796798	798522	-	1725	541
YBL040C	II;II	142112;142847	142749;142868	-;-	660	1920
YBR165W	II	568852	569685	+	834	688
YBL026W	II;II	170623;170805	170676;171038	+;+	288	1327
YBR082C	II;II	406628;407123	407027;407169	-;-	447	7220
YBR280C	II	762784	764697	-	1914	1874
YBR061C	II	364787	365719	-	933	1318
YBL016W	II	192451	193512	+	1062	1627
YBR175W	II	582408	583355	+	948	509
YBR029C	II	296369	297742	-	1374	2373
YBL057C	II	112801	113427	-	627	1414
YBR298C-A	II	805035	805256	-	222	2
YBR192W	II	607652	608785	+	1134	789
tQ(UUG)B	II	350827	350898	+	72	0
YBR302C	II	810340	811479	-	1140	50
YBR254C	II	723736	724263	-	528	531
YBR204C	II	632254	633381	-	1128	1399
YBR220C	II	662995	664677	-	1683	1412
YBR222C	II	666720	668351	-	1632	5541
YBR290W	II	782591	783556	+	966	1589
YBR162C	II	563203	564570	-	1368	10994
YBR167C	II	571468	571890	-	423	428
YBL033C	II	158656	159693	-	1038	2164
YBR228W	II	675313	676227	+	915	680
YBR263W	II	736264	737736	+	1473	9351
YBR250W	II	719033	720604	+	1572	142
YBR272C	II	746361	747803	-	1443	1312
YBR120C	II	480435	480923	-	489	616
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	17048
YBL062W	II	105308	105688	+	381	7
YBR301W	II	809057	809419	+	363	26
YBR076W	II	390227	391291	+	1065	136
YBR210W	II	645550	645978	+	429	507
YBR106W	II	452658	453224	+	567	7153
YBR005W	II	245906	246547	+	642	5373
YBR153W	II	547460	548194	+	735	825
YBR132C	II	499652	501442	-	1791	2843
YBR166C	II	569842	571200	-	1359	1718
YBR221W-A	II	666538	666642	+	105	0
YBR131C-A	II	497650	497739	-	90	0
YBR161W	II	561634	562764	+	1131	531
YBR109C	II	457919	458362	-	444	4100
YBR255W	II	724456	726540	+	2085	1583
YBR205W	II	633622	634836	+	1215	2756
YBR296C-A	II	800123	800242	-	120	4
YBL043W	II	136688	137461	+	774	297
YBR130C	II	495592	496869	-	1278	1658
YBR206W	II	634601	634924	+	324	206
YBR122C	II	483970	484503	-	534	1270
YBR295W	II	792849	796499	+	3651	3887
YBR004C	II	244366	245667	-	1302	2242
YBR202W	II	625772	628309	+	2538	2791
YBR001C	II	238941	241283	-	2343	2678
YBL113C	II	280	2658	-	2379	380
YBR288C	II	778012	779463	-	1452	1474
YBR282W	II	768240	768680	+	441	573
YBL072C	II	88523	89125	-	603	10205
YBR103W	II	447709	449316	+	1608	1180
YBR107C	II	453793	454530	-	738	408
YBL024W	II	172534	174588	+	2055	6108
YBR012C	II	259147	259566	-	420	118
YBR188C	II	603685	604107	-	423	431
YBL075C	II	84499	86448	-	1950	933
YBR102C	II	445062	447323	-	2262	2183
YBR006W	II	247010	248503	+	1494	2441
YBL051C	II	122753	124759	-	2007	3872
YBR196C	II	612236	613900	-	1665	51474
YBL031W	II	161699	162715	+	1017	489
YBR141W-A	II	527167	527262	+	96	13
YBL006W-A	II	216711	216860	+	150	12
YBL100W-C	II	28427	28546	+	120	19
YBR236C	II	690383	691693	-	1311	2020
YBR276C	II	757620	760043	-	2424	4165
YBR036C	II	309081	310313	-	1233	5074
YBR045C	II	328173	330092	-	1920	234
YBR291C	II	783673	784572	-	900	451
YBR137W	II	513044	513583	+	540	1267
YBR079C	II	395383	398277	-	2895	13545
YBR017C	II	270947	273703	-	2757	5278
YBL044W	II	135998	136366	+	369	8
YBL023C	II	174920	177526	-	2607	2230
YBR127C	II	491269	492822	-	1554	23826
YBR152W	II	546376	547251	+	876	521
YBR035C	II	306269	306955	-	687	3215
YBR289W	II	779667	782384	+	2718	1932
YBL017C	II	186844	191583	-	4740	13879
YBR157C	II	553543	554310	-	768	432
YBL104C	II	18177	21293	-	3117	2084
YBL109W	II	5790	6125	+	336	4
tL(UAA)B1	II	9583	9666	+	84	1
YBR072C-A	II	382860	383021	-	162	3
YBR300C	II	808600	809097	-	498	8
YBR195C	II	610614	611882	-	1269	482
YBR233W	II	683428	684669	+	1242	372
YBR262C	II	735720	736040	-	321	647
YBR020W	II	279021	280607	+	1587	218
YBR085C-A	II	418907	419164	-	258	2855
YBR123C	II	484742	486691	-	1950	1574
YBR221C	II	665153	666253	-	1101	9613
YBL029W	II	166134	167264	+	1131	197
YBL045C	II	134143	135516	-	1374	6393
YBR191W-A	II	607149	607223	+	75	275
YBR154C	II	548362	549009	-	648	3095
YBR278W	II	760294	760899	+	606	473
YBR273C	II	748061	749371	-	1311	2378
YBR032W	II	301519	301821	+	303	1
YBR048W	II;II	332831;333387	332875;333812	+;+	471	11778
YBR104W	II	449667	450656	+	990	814
YBL079W	II	75259	79767	+	4509	9312
YBR265W	II	738582	739544	+	963	1539
YBR249C	II	716882	717994	-	1113	10392
YBR203W	II	629168	631942	+	2775	2371
YBR184W	II	597363	598934	+	1572	172
YBR170C	II	576344	578086	-	1743	2362
YBR173C	II	581726	582172	-	447	2016
YBR133C	II	501804	504287	-	2484	2383
YBR275C	II	751356	757106	-	5751	4499
YBL108W	II	8177	8482	+	306	1
YBL113W-A	II	646	1128	+	483	0
YBL085W	II	63876	66818	+	2943	5292
YBL052C	II	119379	121874	-	2496	1750
YBL009W	II	207194	209224	+	2031	1111
YBR283C	II	768943	770415	-	1473	8442
YBR094W	II	432036	434297	+	2262	1870
YBR258C	II	729734	730162	-	429	186
YBR201W	II	623576	624211	+	636	899
YBR070C	II	379221	379934	-	714	617
tE(UUC)B	II	645167	645238	+	72	0
YBR198C	II	616127	618523	-	2397	3703
YBL056W	II	113762	115168	+	1407	6139
YBL099W	II	37053	38690	+	1638	15641
YBR257W	II	728885	729724	+	840	712
YBR126W-A	II	490850	491056	+	207	425
YBR242W	II	704670	705386	+	717	995
YBL008W	II	209653	212175	+	2523	1016
YBR181C	II;II	591712;592769	592416;592774	-;-	711	9394
tC(GCA)B	II	643007	643078	-	72	0
YBR052C	II	338720	339352	-	633	3715
YBR093C	II	429548	430951	-	1404	1302
YBR049C	II	334386	336818	-	2433	2830
YBR056W	II	347879	349384	+	1506	5529
YBL030C	II	163041	163997	-	957	7346
tT(AGU)B	II	266378	266450	+	73	0
YBR141C	II	527025	528038	-	1014	602
YBR226C	II	673155	673565	-	411	11
YBL005W	II	217470	220400	+	2931	1081
YBR151W	II	545028	545978	+	951	3923
YBR144C	II	533235	533549	-	315	16
YBR178W	II	586071	586445	+	375	5
YBR138C	II	513762	515336	-	1575	527
YBL090W	II	48825	49358	+	534	813
YBL105C	II	14241	17696	-	3456	5536
YBL102W	II	24098	24745	+	648	1598
YBL011W	II	203538	205817	+	2280	4718
YBR095C	II	434406	435698	-	1293	1639
YBR196C-B	II	614526	614630	-	105	18
YBL048W	II	127299	127610	+	312	65
YBR066C	II	370037	370699	-	663	728
YBR292C	II	784702	785073	-	372	25
YBR018C	II	274427	275527	-	1101	183
YBR194W	II	610038	610409	+	372	421
YBR076C-A	II	391351	391617	-	267	214
YBR108W	II	454822	457665	+	2844	3097
YBR046C	II	330507	331511	-	1005	1553
YBR235W	II	686901	690263	+	3363	2984
YBR274W	II	749594	751177	+	1584	1647
YBL006C	II	216587	217129	-	543	990
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	110
YBR277C	II	760215	760616	-	402	9
YBR185C	II	599123	599959	-	837	923
YBL078C	II	80378	80731	-	354	877
YBR037C	II	310565	311452	-	888	813
YBR015C	II	267710	269503	-	1794	6310
YBR016W	II	270247	270633	+	387	1406
YBL107W-A	II	9268	9372	+	105	0
YBL071W-A	II	89978	90226	+	249	503
YBR269C	II	742160	742576	-	417	1281
YBR266C	II	739936	740388	-	453	3
YBR055C	II	344602	347301	-	2700	2083
YBR088C	II	424990	425766	-	777	1788
tV(UAC)B	II	326792	326865	-	74	0
YBL019W	II	184353	185915	+	1563	902
YBR112C	II	462870	465770	-	2901	6040
YBR164C	II	567875	568426	-	552	1504
YBR148W	II	537876	539705	+	1830	114
YBL020W	II	182401	184125	+	1725	1916
YBR208C	II	636703	642210	-	5508	3517
tD(GUC)B	II	405960	406031	+	72	1
YBR172C	II	579150	581372	-	2223	4257
YBL097W	II	40831	43095	+	2265	723
YBR050C	II	337183	338199	-	1017	719
YBR183W	II	596115	597065	+	951	1414
YBR213W	II	650368	651192	+	825	359
YBR113W	II	465566	466048	+	483	26
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	621
YBR196C-A	II	614024	614173	-	150	13
YBR286W	II	774700	776313	+	1614	21572
YBR268W	II	741299	741616	+	318	534
YBR058C-A	II	356324	356566	-	243	725
YBR287W	II	776571	777854	+	1284	7312
YBL083C	II	69713	70138	-	426	14
YBL061C	II	105316	107406	-	2091	3158
YBR267W	II	739841	741022	+	1182	1953
YBR114W	II	467248	469620	+	2373	2877
YBL032W	II	160184	161329	+	1146	4413
YBR219C	II;II	662499;663003	662581;663303	-;-	384	4
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0
YBR299W	II	805351	807105	+	1755	116
YBR191W	II;II	606270;606669	606280;607140	+;+	483	12108
YBR125C	II	487199	488380	-	1182	1313
YBL069W	II	90741	92030	+	1290	1946
YBR223C	II	668663	670297	-	1635	1200
YBR074W	II	386286	389216	+	2931	3684
YBR201C-A	II	624493	624696	-	204	193
YBR187W	II	602634	603476	+	843	2962
YBL021C	II	181660	182094	-	435	321
YBL049W	II	126828	127244	+	417	425
YBL035C	II	151493	153610	-	2118	1027
YBL095W	II	43277	44089	+	813	719
YBR073W	II	383112	385988	+	2877	5066
YBR109W-A	II	458608	458832	+	225	70
YBR260C	II	732639	734639	-	2001	2398
YBR279W	II	761257	762594	+	1338	2562
YBR211C	II	646158	647132	-	975	500
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	17305
YBR063C	II	366970	368184	-	1215	694
YBR028C	II	294425	296002	-	1578	1023
YBL039C-A	II	144948	145031	-	84	0
YBR129C	II	494353	495339	-	987	834
YBL050W	II;II	125125;125271	125154;126119	+;+	879	2228
YBR051W	II	337988	338338	+	351	3
YBR080C	II	398614	400890	-	2277	5627
YBL058W	II	111437	112708	+	1272	5752
YBL101C	II	24946	28299	-	3354	9016
YBR140C	II	517350	526628	-	9279	14266
YBR021W	II	281443	283344	+	1902	720
YBR232C	II	683373	683732	-	360	7
YBR024W	II	289445	290350	+	906	872
YBL005W-B	II	221330	226598	+	5269	2784
YBL100W-A	II	29935	31251	+	1317	0
YBR012W-B	II	259869	265140	+	5272	353
YBR012W-A	II	259869	261191	+	1323	0
YBL005W-A	II	221330	222652	+	1323	0
YBL100W-B	II	29935	35248	+	5314	1156
YNR017W	XIV	662913	663581	+	669	2417
YNL105W	XIV	424155	424583	+	429	0
YNR069C	XIV	761123	762592	-	1470	444
YNL306W	XIV	58155	58808	+	654	1230
YNL288W	XIV	90303	91424	+	1122	1719
YNL191W	XIV	280432	281505	+	1074	1423
YNL150W	XIV	349251	349658	+	408	9
YNL097C	XIV	441366	442358	-	993	950
tN(GUU)N1	XIV	102716	102789	+	74	1
YNL137C	XIV	368595	370055	-	1461	2043
YNL331C	XIV	16118	17248	-	1131	414
YNL030W	XIV	576727	577038	+	312	6343
YNL297C	XIV	71673	76583	-	4911	6083
YNL102W	XIV	430087	434493	+	4407	4541
YNR026C	XIV	673274	674689	-	1416	1145
YNL152W	XIV	346313	347542	+	1230	997
YNL140C	XIV	360917	361486	-	570	9
YNL099C	XIV	438567	439283	-	717	1085
YNL182C	XIV	295960	297627	-	1668	2551
YNL180C	XIV	299654	300649	-	996	1891
YNR001C	XIV	629622	631061	-	1440	9373
YNL091W	XIV	452408	456130	+	3723	6502
YNL157W	XIV	340352	340858	+	507	2503
YNL315C	XIV	43324	44280	-	957	1737
YNL221C	XIV	231068	233695	-	2628	3883
YNR052C	XIV	719346	720647	-	1302	2083
YNL061W	XIV	510540	512396	+	1857	7306
YNL284C	XIV	103134	104102	-	969	1503
YNR040W	XIV	699690	700460	+	771	583
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	1223
YNL097W-A	XIV	441431	441586	+	156	34
YNL121C	XIV	398684	400537	-	1854	7834
snR191	XIV	721938	722211	-	274	2311
YNL043C	XIV	545589	545909	-	321	38
YNR055C	XIV	728426	730186	-	1761	2338
YNL039W	XIV	555048	556832	+	1785	2227
YNR036C	XIV	694361	694822	-	462	2238
YNL304W	XIV	60297	61550	+	1254	547
YNL119W	XIV	401040	402521	+	1482	1283
YNL034W	XIV	570477	572315	+	1839	3
YNL187W	XIV	287994	289067	+	1074	591
YNL310C	XIV	51907	52431	-	525	724
YNL277W	XIV	117349	118809	+	1461	460
YNL126W	XIV	387227	389767	+	2541	870
tL(UAA)N	XIV	726134	726217	-	84	1
YNL210W	XIV	250931	251743	+	813	7
YNR041C	XIV	700541	701659	-	1119	1064
YNL193W	XIV	274368	276044	+	1677	1460
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	4152
YNL263C	XIV	146896	147840	-	945	1967
YNL059C	XIV	512668	514935	-	2268	3678
YNL028W	XIV	578679	578996	+	318	0
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	2309
YNL026W	XIV	581920	583374	+	1455	1573
YNL067W	XIV	499681	500256	+	576	7096
YNL205C	XIV	258155	258577	-	423	5
YNL104C	XIV	424895	426754	-	1860	15956
YNL169C	XIV	316169	317671	-	1503	1586
YNL268W	XIV	138550	140385	+	1836	4613
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	6843
YNL257C	XIV	160631	164320	-	3690	2329
YNL229C	XIV	219137	220201	-	1065	1798
YNL042W-B	XIV	547113	547370	+	258	1
YNL248C	XIV	181361	182608	-	1248	4194
YNR045W	XIV	706139	707608	+	1470	1428
YNR051C	XIV	716780	718327	-	1548	3323
YNL190W	XIV	282395	283009	+	615	8196
YNL194C	XIV	272710	273615	-	906	1440
YNL080C	XIV	476932	478032	-	1101	1542
YNR005C	XIV	636931	637335	-	405	2
YNR064C	XIV	749136	750008	-	873	142
YNL145W	XIV	352414	352530	+	117	2
YNR068C	XIV	760067	760885	-	819	225
YNL323W	XIV	31944	33188	+	1245	1856
YNL003C	XIV	624975	625829	-	855	1291
YNL199C	XIV	264926	266530	-	1605	1837
YNL048W	XIV	538173	539819	+	1647	1563
YNL072W	XIV	490317	491240	+	924	544
YNL224C	XIV	224796	227099	-	2304	2293
YNL067W-A	XIV	498538	498684	+	147	0
YNR032W	XIV	686010	687116	+	1107	1442
YNL206C	XIV	256788	258155	-	1368	1610
YNR062C	XIV	744360	745343	-	984	33
YNL203C	XIV	259439	260050	-	612	136
YNL273W	XIV	122883	126599	+	3717	1325
tI(AAU)N1	XIV	569867	569940	-	74	1
YNL213C	XIV	246460	247104	-	645	796
YNL055C	XIV	517994	518845	-	852	18251
YNL170W	XIV	315978	316373	+	396	95
YNR013C	XIV	649028	651712	-	2685	4746
YNL269W	XIV	137699	138094	+	396	16
YNR020C	XIV	667410	668222	-	813	300
YNL041C	XIV	549468	551987	-	2520	2245
YNL234W	XIV	210233	211513	+	1281	1178
YNL165W	XIV	323832	325052	+	1221	832
YNL116W	XIV	408341	409909	+	1569	1016
YNL008C	XIV	616211	618241	-	2031	1230
YNL309W	XIV	52662	53924	+	1263	648
YNR015W	XIV	653387	654541	+	1155	1923
YNR075W	XIV	779916	781040	+	1125	907
YNL025C	XIV	584320	585291	-	972	761
YNL058C	XIV	515763	516713	-	951	2837
YNL313C	XIV	45308	48022	-	2715	3730
YNL122C	XIV	398023	398370	-	348	500
YNL094W	XIV	447611	449374	+	1764	2958
YNL001W	XIV	627456	628616	+	1161	1526
YNL317W	XIV	40619	42016	+	1398	1815
YNL035C	XIV	568522	569691	-	1170	1255
YNL007C	XIV	618507	619565	-	1059	3802
YNL162W-A	XIV	330329	330547	+	219	58
YNR039C	XIV	697614	699431	-	1818	1476
YNL103W-A	XIV	426719	426808	+	90	4
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	2
YNL052W	XIV	531725	532186	+	462	1917
YNL120C	XIV	401033	401518	-	486	0
YNL002C	XIV	626174	627142	-	969	3799
YNL311C	XIV	49397	51688	-	2292	1281
YNR007C	XIV	639182	640114	-	933	920
YNL291C	XIV	84169	85815	-	1647	1654
YNL195C	XIV	271523	272308	-	786	254
YNL087W	XIV	462411	465947	+	3537	6911
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	0
YNL217W	XIV	240331	241311	+	981	2080
YNL029C	XIV	577205	578773	-	1569	703
YNR028W	XIV	676177	677103	+	927	984
YNL009W	XIV	614821	616083	+	1263	451
YNL024C-A	XIV	586602	586820	-	219	612
YNL334C	XIV	12208	12876	-	669	88
YNL319W	XIV	38642	39082	+	441	20
YNL295W	XIV	76946	78520	+	1575	1738
tN(GUU)N2	XIV	632599	632672	+	74	0
YNL192W	XIV	276502	279897	+	3396	20894
YNL149C	XIV	349367	349756	-	390	1978
YNL071W	XIV	491523	492971	+	1449	11976
YNL089C	XIV	456693	457169	-	477	2
YNL308C	XIV	54122	55897	-	1776	3011
YNL239W	XIV	200569	201933	+	1365	4474
YNL275W	XIV	119268	120998	+	1731	705
YNR071C	XIV	770440	771468	-	1029	117
YNL226W	XIV	222239	222649	+	411	5
YNL040W	XIV	553380	554750	+	1371	2283
YNL117W	XIV	406358	408022	+	1665	415
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	1121
YNL086W	XIV	466334	466642	+	309	256
YNL017C	XIV	602138	602476	-	339	2
YNR070W	XIV	765375	769376	+	4002	140
YNR067C	XIV	755746	759099	-	3354	6687
YNL305C	XIV	58898	59791	-	894	2101
YNL015W	XIV	605384	605611	+	228	2416
YNL146C-A	XIV	351386	351580	-	195	2
YNL063W	XIV	507758	508702	+	945	547
YNL294C	XIV	78659	80260	-	1602	3262
YNR046W	XIV	707788	708195	+	408	1765
YNL167C	XIV	319416	321359	-	1944	2930
YNL280C	XIV	109095	110411	-	1317	2664
YNR002C	XIV	633008	633856	-	849	536
YNL036W	XIV	559814	560479	+	666	1260
YNL075W	XIV	485607	486479	+	873	1392
YNR058W	XIV	734291	735733	+	1443	328
YNL054W	XIV	526086	529583	+	3498	3134
YNR006W	XIV	636986	638854	+	1869	3865
YNR042W	XIV	701238	701666	+	429	6
YNL261W	XIV	155100	156539	+	1440	1107
YNL188W	XIV	286308	287609	+	1302	899
YNL146W	XIV	351715	352017	+	303	65
YNL228W	XIV	220645	221421	+	777	32
YNL211C	XIV	250055	250315	-	261	163
YNR021W	XIV	668377	669591	+	1215	5526
YNL201C	XIV	260627	263203	-	2577	3214
YNR033W	XIV	687635	689998	+	2364	3362
YNR034W	XIV	690321	691286	+	966	706
YNL272C	XIV	126805	129084	-	2280	2075
YNL245C	XIV	186346	186885	-	540	368
YNR074C	XIV	777602	778738	-	1137	1056
YNL123W	XIV	394685	397678	+	2994	5382
YNR016C	XIV	654673	661374	-	6702	93327
YNL223W	XIV	227370	228854	+	1485	844
YNR032C-A	XIV	687243	687464	-	222	340
YNL133C	XIV	374171	374692	-	522	396
YNL178W	XIV	302680	303402	+	723	28345
YNL065W	XIV	503724	505484	+	1761	1247
YNR043W	XIV	701895	703085	+	1191	5133
YNL021W	XIV	593227	595347	+	2121	2372
YNL124W	XIV	392892	394370	+	1479	1710
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	1596
YNL143C	XIV	356794	357186	-	393	21
YNL251C	XIV	172588	174315	-	1728	2205
snR40	XIV	89210	89306	+	97	155
YNL299W	XIV	66517	68445	+	1929	771
snR19	XIV	230105	230672	-	568	36025
YNR049C	XIV	713023	713655	-	633	896
YNL163C	XIV	326741	330073	-	3333	4699
YNR073C	XIV	774792	776300	-	1509	143
YNL127W	XIV	383987	386848	+	2862	2391
YNL118C	XIV	402652	405564	-	2913	3967
tT(AGU)N2	XIV	560693	560765	-	73	0
YNL189W	XIV	284260	285888	+	1629	6529
YNL290W	XIV	86218	87240	+	1023	1717
YNR025C	XIV	672702	673061	-	360	31
YNL250W	XIV	175410	179348	+	3939	2632
YNL314W	XIV	44447	45214	+	768	518
YNL227C	XIV	220659	222431	-	1773	1382
YNL218W	XIV	238238	240001	+	1764	604
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	2445
YNR023W	XIV	670418	672118	+	1701	1057
YNL092W	XIV	450871	452073	+	1203	347
YNL324W	XIV	31050	31445	+	396	6
YNL233W	XIV	211922	214600	+	2679	2155
YNL155W	XIV	342516	343340	+	825	1833
YNL020C	XIV	595623	597539	-	1917	1816
YNL076W	XIV	483556	485310	+	1755	2257
YNL200C	XIV	263713	264453	-	741	1397
YNL177C	XIV	303686	304615	-	930	1565
YNL077W	XIV	481391	482977	+	1587	1187
YNL293W	XIV	80640	82541	+	1902	1958
YNL098C	XIV	439602	440570	-	969	5151
YNR004W	XIV	635943	636383	+	441	182
YNL049C	XIV	535281	537911	-	2631	4442
YNR019W	XIV	665339	667267	+	1929	4830
YNL031C	XIV	575640	576050	-	411	10286
YNL019C	XIV	598376	599230	-	855	2
YNL214W	XIV	245617	246216	+	600	350
YNL006W	XIV	620067	620978	+	912	1201
YNR030W	XIV	678799	680454	+	1656	2684
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	707
YNL090W	XIV	456565	457143	+	579	858
YNL151C	XIV	347766	348521	-	756	1018
YNL254C	XIV	168043	169248	-	1206	702
YNR008W	XIV	640396	642381	+	1986	1512
YNR038W	XIV	695595	697484	+	1890	2872
YNR003W-A	XIV	634420	634518	+	99	4
YNL307C	XIV	56446	57573	-	1128	4352
YNL131W	XIV	378767	379225	+	459	3060
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	1168
YNL175C	XIV	307401	308612	-	1212	3392
YNL042W	XIV	548100	549290	+	1191	944
YNL022C	XIV	591427	592899	-	1473	1608
YNL056W	XIV	517249	517842	+	594	1395
YNL011C	XIV	611836	613170	-	1335	926
YNL329C	XIV	19541	22633	-	3093	2472
YNL074C	XIV	486766	488124	-	1359	3576
YNL093W	XIV	449868	450530	+	663	502
YNR047W	XIV	708523	711204	+	2682	5417
YNL183C	XIV	293137	295509	-	2373	2070
YNL057W	XIV	516403	516735	+	333	18
YNL238W	XIV	202428	204872	+	2445	4011
YNL154C	XIV	343636	345276	-	1641	4591
YNL267W	XIV	140878	144078	+	3201	4417
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	2
